Tipo aloxamento,Ano,Establecementos,,,
,2009,-0,O PINO,,
,2010,-0,O PINO,,
,2011,-0,O PINO,,
,2012,-0,O PINO,,
,2013,-0,O PINO,,
,2017,-0,O PINO,,
,2018,13,O PINO,,
,2019,24,O PINO,,
,2020,31,O PINO,,
,2021,30,O PINO,,
,2022,32,O PINO,,
15085,Touro,,TOURO,15085,
Hoteis,,,TOURO,,
,2003,0,TOURO,,
,2004,0,TOURO,,
,2005,0,TOURO,,
,2006,0,TOURO,,
,2007,0,TOURO,,
,2008,0,TOURO,,
,2009,0,TOURO,,
,2010,0,TOURO,,
,2011,0,TOURO,,
,2012,0,TOURO,,
,2013,0,TOURO,,
,2017,0,TOURO,,
,2018,0,TOURO,,
,2019,0,TOURO,,
,2020,0,TOURO,,
,2021,0,TOURO,,
,2022,0,TOURO,,
Pensións,,,TOURO,,
,2003,..,TOURO,,
,2004,..,TOURO,,
,2005,..,TOURO,,
,2006,..,TOURO,,
,2007,..,TOURO,,
,2008,..,TOURO,,
,2009,0,TOURO,,
,2010,0,TOURO,,
,2011,0,TOURO,,
,2012,0,TOURO,,
,2013,0,TOURO,,
,2017,0,TOURO,,
,2018,0,TOURO,,
,2019,0,TOURO,,
,2020,0,TOURO,,
,2021,0,TOURO,,
,2022,0,TOURO,,
Albergues turísticos,,,TOURO,,
,2003,..,TOURO,,
,2004,..,TOURO,,
,2005,..,TOURO,,
,2006,..,TOURO,,
,2007,..,TOURO,,
,2008,..,TOURO,,
,2009,..,TOURO,,
,2010,..,TOURO,,
,2011,..,TOURO,,
,2012,0,TOURO,,
,2013,0,TOURO,,
,2017,0,TOURO,,
,2018,0,TOURO,,
,2019,0,TOURO,,
,2020,0,TOURO,,
,2021,0,TOURO,,
,2022,0,TOURO,,
Turismo rural,,,TOURO,,
,2003,0,TOURO,,
,2004,3,TOURO,,
,2005,3,TOURO,,
,2006,3,TOURO,,
,2007,3,TOURO,,
,2008,3,TOURO,,
,2009,3,TOURO,,
,2010,3,TOURO,,
,2011,3,TOURO,,
,2012,3,TOURO,,
,2013,3,TOURO,,
,2017,3,TOURO,,
,2018,3,TOURO,,
,2019,3,TOURO,,
,2020,3,TOURO,,
,2021,3,TOURO,,
,2022,3,TOURO,,
Campamentos de turismo,,,TOURO,,
,2003,0,TOURO,,
,2004,0,TOURO,,
,2005,0,TOURO,,
,2006,0,TOURO,,
,2007,0,TOURO,,
,2008,0,TOURO,,
,2009,0,TOURO,,
,2010,0,TOURO,,
,2011,0,TOURO,,
,2012,0,TOURO,,
,2013,0,TOURO,,
,2017,0,TOURO,,
,2018,0,TOURO,,
,2019,0,TOURO,,
,2020,1,TOURO,,
,2021,1,TOURO,,
,2022,1,TOURO,,
Apartamentos turísticos,,,TOURO,,
,2003,0,TOURO,,
,2004,0,TOURO,,
,2005,0,TOURO,,
,2006,0,TOURO,,
,2007,0,TOURO,,
,2008,0,TOURO,,
,2009,1,TOURO,,
,2010,1,TOURO,,
,2011,1,TOURO,,
,2012,1,TOURO,,
,2013,1,TOURO,,
,2017,1,TOURO,,
,2018,1,TOURO,,
,2019,1,TOURO,,
,2020,1,TOURO,,
,2021,1,TOURO,,
,2022,1,TOURO,,
Vivendas turísticas,,,TOURO,,
,2003,..,TOURO,,
,2004,..,TOURO,,
,2005,..,TOURO,,
,2006,..,TOURO,,
,2007,..,TOURO,,
,2008,..,TOURO,,
,2009,..,TOURO,,
,2010,..,TOURO,,
,2011,..,TOURO,,
,2012,..,TOURO,,
,2013,..,TOURO,,
,2017,0,TOURO,,
,2018,0,TOURO,,
,2019,0,TOURO,,
,2020,0,TOURO,,
,2021,0,TOURO,,
,2022,0,TOURO,,
Vivendas de uso turístico,,,TOURO,,
,2003,-0,TOURO,,
,2004,-0,TOURO,,
,2005,-0,TOURO,,
,2006,-0,TOURO,,
,2007,-0,TOURO,,
,2008,-0,TOURO,,
,2009,-0,TOURO,,
,2010,-0,TOURO,,
,2011,-0,TOURO,,
,2012,-0,TOURO,,
,2013,-0,TOURO,,
,2017,-0,TOURO,,
,2018,2,TOURO,,
,2019,4,TOURO,,
,2020,6,TOURO,,
,2021,7,TOURO,,
,2022,7,TOURO,,
1502,Barbanza,,BARBANZA,1502,
Hoteis,,,BARBANZA,,
,2003,6,BARBANZA,,
,2004,6,BARBANZA,,
,2005,6,BARBANZA,,
,2006,7,BARBANZA,,
,2007,9,BARBANZA,,
,2008,10,BARBANZA,,
,2009,10,BARBANZA,,
,2010,10,BARBANZA,,
,2011,11,BARBANZA,,
,2012,11,BARBANZA,,
,2013,11,BARBANZA,,
,2017,9,BARBANZA,,
,2018,9,BARBANZA,,
,2019,9,BARBANZA,,
,2020,9,BARBANZA,,
,2021,9,BARBANZA,,
,2022,9,BARBANZA,,
Pensións,,,BARBANZA,,
,2003,..,BARBANZA,,
,2004,..,BARBANZA,,
,2005,..,BARBANZA,,
,2006,..,BARBANZA,,
,2007,..,BARBANZA,,
,2008,..,BARBANZA,,
,2009,22,BARBANZA,,
,2010,22,BARBANZA,,
,2011,23,BARBANZA,,
,2012,24,BARBANZA,,
,2013,25,BARBANZA,,
,2017,25,BARBANZA,,
,2018,25,BARBANZA,,
,2019,25,BARBANZA,,
,2020,25,BARBANZA,,
,2021,24,BARBANZA,,
,2022,24,BARBANZA,,
Albergues turísticos,,,BARBANZA,,
,2003,..,BARBANZA,,
,2004,..,BARBANZA,,
,2005,..,BARBANZA,,
,2006,..,BARBANZA,,
,2007,..,BARBANZA,,
,2008,..,BARBANZA,,
,2009,..,BARBANZA,,
,2010,..,BARBANZA,,
,2011,..,BARBANZA,,
,2012,0,BARBANZA,,
,2013,0,BARBANZA,,
,2017,0,BARBANZA,,
,2018,0,BARBANZA,,
,2019,0,BARBANZA,,
,2020,0,BARBANZA,,
,2021,0,BARBANZA,,
,2022,0,BARBANZA,,
Turismo rural,,,BARBANZA,,
,2003,10,BARBANZA,,
,2004,11,BARBANZA,,
,2005,12,BARBANZA,,
,2006,13,BARBANZA,,
,2007,13,BARBANZA,,
,2008,13,BARBANZA,,
,2009,13,BARBANZA,,
,2010,12,BARBANZA,,
,2011,12,BARBANZA,,
,2012,12,BARBANZA,,
,2013,11,BARBANZA,,
,2017,11,BARBANZA,,
,2018,11,BARBANZA,,
,2019,11,BARBANZA,,
,2020,12,BARBANZA,,
,2021,12,BARBANZA,,
,2022,12,BARBANZA,,
Campamentos de turismo,,,BARBANZA,,
,2003,6,BARBANZA,,
,2004,6,BARBANZA,,
,2005,6,BARBANZA,,
,2006,6,BARBANZA,,
,2007,6,BARBANZA,,
,2008,6,BARBANZA,,
,2009,6,BARBANZA,,
,2010,6,BARBANZA,,
,2011,6,BARBANZA,,
,2012,6,BARBANZA,,
,2013,6,BARBANZA,,
,2017,6,BARBANZA,,
,2018,6,BARBANZA,,
,2019,6,BARBANZA,,
,2020,6,BARBANZA,,
,2021,7,BARBANZA,,
,2022,7,BARBANZA,,
Apartamentos turísticos,,,BARBANZA,,
,2003,0,BARBANZA,,
,2004,0,BARBANZA,,
,2005,0,BARBANZA,,
,2006,1,BARBANZA,,
,2007,1,BARBANZA,,
,2008,1,BARBANZA,,
,2009,1,BARBANZA,,
,2010,2,BARBANZA,,
,2011,2,BARBANZA,,
,2012,4,BARBANZA,,
,2013,6,BARBANZA,,
,2017,5,BARBANZA,,
,2018,5,BARBANZA,,
,2019,4,BARBANZA,,
,2020,6,BARBANZA,,
,2021,6,BARBANZA,,
,2022,7,BARBANZA,,
Vivendas turísticas,,,BARBANZA,,
,2003,..,BARBANZA,,
,2004,..,BARBANZA,,
,2005,..,BARBANZA,,
,2006,..,BARBANZA,,
,2007,..,BARBANZA,,
,2008,..,BARBANZA,,
,2009,..,BARBANZA,,
,2010,..,BARBANZA,,
,2011,..,BARBANZA,,
,2012,..,BARBANZA,,
,2013,..,BARBANZA,,
,2017,17,BARBANZA,,
,2018,16,BARBANZA,,
,2019,13,BARBANZA,,
,2020,12,BARBANZA,,
,2021,12,BARBANZA,,
,2022,13,BARBANZA,,
Vivendas de uso turístico,,,BARBANZA,,
,2003,-0,BARBANZA,,
,2004,-0,BARBANZA,,
,2005,-0,BARBANZA,,
,2006,-0,BARBANZA,,
,2007,-0,BARBANZA,,
,2008,-0,BARBANZA,,
,2009,-0,BARBANZA,,
,2010,-0,BARBANZA,,
,2011,-0,BARBANZA,,
,2012,-0,BARBANZA,,
,2013,-0,BARBANZA,,
,2017,-0,BARBANZA,,
,2018,137,BARBANZA,,
,2019,262,BARBANZA,,
,2020,355,BARBANZA,,
,2021,416,BARBANZA,,
,2022,498,BARBANZA,,
15011,Boiro,,BOIRO,15011,
Hoteis,,,BOIRO,,
,2003,1,BOIRO,,
,2004,1,BOIRO,,
,2005,1,BOIRO,,
,2006,1,BOIRO,,
,2007,2,BOIRO,,
,2008,3,BOIRO,,
,2009,3,BOIRO,,
,2010,3,BOIRO,,
,2011,4,BOIRO,,
,2012,4,BOIRO,,
,2013,4,BOIRO,,
,2017,4,BOIRO,,
,2018,4,BOIRO,,
,2019,4,BOIRO,,
,2020,4,BOIRO,,
,2021,4,BOIRO,,
,2022,4,BOIRO,,
Pensións,,,BOIRO,,
,2003,..,BOIRO,,
,2004,..,BOIRO,,
,2005,..,BOIRO,,
,2006,..,BOIRO,,
,2007,..,BOIRO,,
,2008,..,BOIRO,,
,2009,5,BOIRO,,
,2010,5,BOIRO,,
,2011,5,BOIRO,,
,2012,5,BOIRO,,
,2013,5,BOIRO,,
,2017,4,BOIRO,,
,2018,4,BOIRO,,
,2019,4,BOIRO,,
,2020,4,BOIRO,,
,2021,4,BOIRO,,
,2022,4,BOIRO,,
Albergues turísticos,,,BOIRO,,
,2003,..,BOIRO,,
,2004,..,BOIRO,,
,2005,..,BOIRO,,
,2006,..,BOIRO,,
,2007,..,BOIRO,,
,2008,..,BOIRO,,
,2009,..,BOIRO,,
,2010,..,BOIRO,,
,2011,..,BOIRO,,
,2012,0,BOIRO,,
,2013,0,BOIRO,,
,2017,0,BOIRO,,
,2018,0,BOIRO,,
,2019,0,BOIRO,,
,2020,0,BOIRO,,
,2021,0,BOIRO,,
,2022,0,BOIRO,,
Turismo rural,,,BOIRO,,
,2003,3,BOIRO,,
,2004,3,BOIRO,,
,2005,3,BOIRO,,
,2006,4,BOIRO,,
,2007,4,BOIRO,,
,2008,4,BOIRO,,
,2009,4,BOIRO,,
,2010,4,BOIRO,,
,2011,4,BOIRO,,
,2012,4,BOIRO,,
,2013,3,BOIRO,,
,2017,3,BOIRO,,
,2018,3,BOIRO,,
,2019,4,BOIRO,,
,2020,4,BOIRO,,
,2021,4,BOIRO,,
,2022,4,BOIRO,,
Campamentos de turismo,,,BOIRO,,
,2003,1,BOIRO,,
,2004,1,BOIRO,,
,2005,1,BOIRO,,
,2006,1,BOIRO,,
,2007,1,BOIRO,,
,2008,1,BOIRO,,
,2009,1,BOIRO,,
,2010,1,BOIRO,,
,2011,1,BOIRO,,
,2012,1,BOIRO,,
,2013,1,BOIRO,,
,2017,1,BOIRO,,
,2018,1,BOIRO,,
,2019,1,BOIRO,,
,2020,1,BOIRO,,
,2021,1,BOIRO,,
,2022,1,BOIRO,,
Apartamentos turísticos,,,BOIRO,,
,2003,0,BOIRO,,
,2004,0,BOIRO,,
,2005,0,BOIRO,,
,2006,0,BOIRO,,
,2007,0,BOIRO,,
,2008,0,BOIRO,,
,2009,0,BOIRO,,
,2010,1,BOIRO,,
,2011,0,BOIRO,,
,2012,2,BOIRO,,
,2013,3,BOIRO,,
,2017,2,BOIRO,,
,2018,2,BOIRO,,
,2019,2,BOIRO,,
,2020,2,BOIRO,,
,2021,2,BOIRO,,
,2022,2,BOIRO,,
Vivendas turísticas,,,BOIRO,,
,2003,..,BOIRO,,
,2004,..,BOIRO,,
,2005,..,BOIRO,,
,2006,..,BOIRO,,
,2007,..,BOIRO,,
,2008,..,BOIRO,,
,2009,..,BOIRO,,
,2010,..,BOIRO,,
,2011,..,BOIRO,,
,2012,..,BOIRO,,
,2013,..,BOIRO,,
,2017,4,BOIRO,,
,2018,4,BOIRO,,
,2019,3,BOIRO,,
,2020,3,BOIRO,,
,2021,3,BOIRO,,
,2022,4,BOIRO,,
Vivendas de uso turístico,,,BOIRO,,
,2003,-0,BOIRO,,
,2004,-0,BOIRO,,
,2005,-0,BOIRO,,
,2006,-0,BOIRO,,
,2007,-0,BOIRO,,
,2008,-0,BOIRO,,
,2009,-0,BOIRO,,
,2010,-0,BOIRO,,
,2011,-0,BOIRO,,
,2012,-0,BOIRO,,
,2013,-0,BOIRO,,
,2017,-0,BOIRO,,
,2018,51,BOIRO,,
,2019,86,BOIRO,,
,2020,122,BOIRO,,
,2021,140,BOIRO,,
,2022,167,BOIRO,,
15067,"Pobra do Caramiñal, A",,POBRA CARAM,15067,
Hoteis,,,POBRA CARAM,,
,2003,2,POBRA CARAM,,
,2004,2,POBRA CARAM,,
,2005,2,POBRA CARAM,,
,2006,2,POBRA CARAM,,
,2007,2,POBRA CARAM,,
,2008,2,POBRA CARAM,,
,2009,2,POBRA CARAM,,
,2010,2,POBRA CARAM,,
,2011,2,POBRA CARAM,,
,2012,2,POBRA CARAM,,
,2013,2,POBRA CARAM,,
,2017,2,POBRA CARAM,,
,2018,2,POBRA CARAM,,
,2019,2,POBRA CARAM,,
,2020,2,POBRA CARAM,,
,2021,2,POBRA CARAM,,
,2022,2,POBRA CARAM,,
Pensións,,,POBRA CARAM,,
,2003,..,POBRA CARAM,,
,2004,..,POBRA CARAM,,
,2005,..,POBRA CARAM,,
,2006,..,POBRA CARAM,,
,2007,..,POBRA CARAM,,
,2008,..,POBRA CARAM,,
,2009,3,POBRA CARAM,,
,2010,3,POBRA CARAM,,
,2011,3,POBRA CARAM,,
,2012,4,POBRA CARAM,,
,2013,4,POBRA CARAM,,
,2017,4,POBRA CARAM,,
,2018,4,POBRA CARAM,,
,2019,4,POBRA CARAM,,
,2020,4,POBRA CARAM,,
,2021,4,POBRA CARAM,,
,2022,4,POBRA CARAM,,
Albergues turísticos,,,POBRA CARAM,,
,2003,..,POBRA CARAM,,
,2004,..,POBRA CARAM,,
,2005,..,POBRA CARAM,,
,2006,..,POBRA CARAM,,
,2007,..,POBRA CARAM,,
,2008,..,POBRA CARAM,,
,2009,..,POBRA CARAM,,
,2010,..,POBRA CARAM,,
,2011,..,POBRA CARAM,,
,2012,0,POBRA CARAM,,
,2013,0,POBRA CARAM,,
,2017,0,POBRA CARAM,,
,2018,0,POBRA CARAM,,
,2019,0,POBRA CARAM,,
,2020,0,POBRA CARAM,,
,2021,0,POBRA CARAM,,
,2022,0,POBRA CARAM,,
Turismo rural,,,POBRA CARAM,,
,2003,3,POBRA CARAM,,
,2004,3,POBRA CARAM,,
,2005,3,POBRA CARAM,,
,2006,3,POBRA CARAM,,
,2007,3,POBRA CARAM,,
,2008,3,POBRA CARAM,,
,2009,3,POBRA CARAM,,
,2010,3,POBRA CARAM,,
,2011,3,POBRA CARAM,,
,2012,3,POBRA CARAM,,
,2013,3,POBRA CARAM,,
,2017,3,POBRA CARAM,,
,2018,3,POBRA CARAM,,
,2019,2,POBRA CARAM,,
,2020,3,POBRA CARAM,,
,2021,3,POBRA CARAM,,
,2022,3,POBRA CARAM,,
Campamentos de turismo,,,POBRA CARAM,,
,2003,1,POBRA CARAM,,
,2004,1,POBRA CARAM,,
,2005,1,POBRA CARAM,,
,2006,1,POBRA CARAM,,
,2007,1,POBRA CARAM,,
,2008,1,POBRA CARAM,,
,2009,1,POBRA CARAM,,
,2010,1,POBRA CARAM,,
,2011,1,POBRA CARAM,,
,2012,1,POBRA CARAM,,
,2013,1,POBRA CARAM,,
,2017,1,POBRA CARAM,,
,2018,1,POBRA CARAM,,
,2019,1,POBRA CARAM,,
,2020,1,POBRA CARAM,,
,2021,2,POBRA CARAM,,
,2022,2,POBRA CARAM,,
Apartamentos turísticos,,,POBRA CARAM,,
,2003,0,POBRA CARAM,,
,2004,0,POBRA CARAM,,
,2005,0,POBRA CARAM,,
,2006,1,POBRA CARAM,,
,2007,1,POBRA CARAM,,
,2008,1,POBRA CARAM,,
,2009,1,POBRA CARAM,,
,2010,1,POBRA CARAM,,
,2011,2,POBRA CARAM,,
,2012,2,POBRA CARAM,,
,2013,3,POBRA CARAM,,
,2017,3,POBRA CARAM,,
,2018,3,POBRA CARAM,,
,2019,1,POBRA CARAM,,
,2020,2,POBRA CARAM,,
,2021,2,POBRA CARAM,,
,2022,3,POBRA CARAM,,
Vivendas turísticas,,,POBRA CARAM,,
,2003,..,POBRA CARAM,,
,2004,..,POBRA CARAM,,
,2005,..,POBRA CARAM,,
,2006,..,POBRA CARAM,,
,2007,..,POBRA CARAM,,
,2008,..,POBRA CARAM,,
,2009,..,POBRA CARAM,,
,2010,..,POBRA CARAM,,
,2011,..,POBRA CARAM,,
,2012,..,POBRA CARAM,,
,2013,..,POBRA CARAM,,
,2017,2,POBRA CARAM,,
,2018,2,POBRA CARAM,,
,2019,2,POBRA CARAM,,
,2020,2,POBRA CARAM,,
,2021,2,POBRA CARAM,,
,2022,2,POBRA CARAM,,
Vivendas de uso turístico,,,POBRA CARAM,,
,2003,-0,POBRA CARAM,,
,2004,-0,POBRA CARAM,,
,2005,-0,POBRA CARAM,,
,2006,-0,POBRA CARAM,,
,2007,-0,POBRA CARAM,,
,2008,-0,POBRA CARAM,,
,2009,-0,POBRA CARAM,,
,2010,-0,POBRA CARAM,,
,2011,-0,POBRA CARAM,,
,2012,-0,POBRA CARAM,,
,2013,-0,POBRA CARAM,,
,2017,-0,POBRA CARAM,,
,2018,28,POBRA CARAM,,
,2019,42,POBRA CARAM,,
,2020,55,POBRA CARAM,,
,2021,67,POBRA CARAM,,
,2022,74,POBRA CARAM,,
15072,Rianxo,,RIANXO,15072,
Hoteis,,,RIANXO,,
,2003,0,RIANXO,,
,2004,0,RIANXO,,
,2005,0,RIANXO,,
,2006,0,RIANXO,,
,2007,0,RIANXO,,
,2008,0,RIANXO,,
,2009,0,RIANXO,,
,2010,0,RIANXO,,
,2011,0,RIANXO,,
,2012,0,RIANXO,,
,2013,0,RIANXO,,
,2017,0,RIANXO,,
,2018,0,RIANXO,,
,2019,0,RIANXO,,
,2020,0,RIANXO,,
,2021,0,RIANXO,,
,2022,0,RIANXO,,
Pensións,,,RIANXO,,
,2003,..,RIANXO,,
,2004,..,RIANXO,,
,2005,..,RIANXO,,
,2006,..,RIANXO,,
,2007,..,RIANXO,,
,2008,..,RIANXO,,
,2009,5,RIANXO,,
,2010,5,RIANXO,,
,2011,5,RIANXO,,
,2012,5,RIANXO,,
,2013,5,RIANXO,,
,2017,5,RIANXO,,
,2018,5,RIANXO,,
,2019,5,RIANXO,,
,2020,5,RIANXO,,
,2021,5,RIANXO,,
,2022,5,RIANXO,,
Albergues turísticos,,,RIANXO,,
,2003,..,RIANXO,,
,2004,..,RIANXO,,
,2005,..,RIANXO,,
,2006,..,RIANXO,,
,2007,..,RIANXO,,
,2008,..,RIANXO,,
,2009,..,RIANXO,,
,2010,..,RIANXO,,
,2011,..,RIANXO,,
,2012,0,RIANXO,,
,2013,0,RIANXO,,
,2017,0,RIANXO,,
,2018,0,RIANXO,,
,2019,0,RIANXO,,
,2020,0,RIANXO,,
,2021,0,RIANXO,,
,2022,0,RIANXO,,
Turismo rural,,,RIANXO,,
,2003,3,RIANXO,,
,2004,4,RIANXO,,
,2005,5,RIANXO,,
,2006,5,RIANXO,,
,2007,5,RIANXO,,
,2008,5,RIANXO,,
,2009,5,RIANXO,,
,2010,4,RIANXO,,
,2011,4,RIANXO,,
,2012,4,RIANXO,,
,2013,4,RIANXO,,
,2017,4,RIANXO,,
,2018,4,RIANXO,,
,2019,4,RIANXO,,
,2020,4,RIANXO,,
,2021,4,RIANXO,,
,2022,4,RIANXO,,
Campamentos de turismo,,,RIANXO,,
,2003,1,RIANXO,,
,2004,1,RIANXO,,
,2005,1,RIANXO,,
,2006,1,RIANXO,,
,2007,1,RIANXO,,
,2008,1,RIANXO,,
,2009,1,RIANXO,,
,2010,1,RIANXO,,
,2011,1,RIANXO,,
,2012,1,RIANXO,,
,2013,1,RIANXO,,
,2017,1,RIANXO,,
,2018,1,RIANXO,,
,2019,1,RIANXO,,
,2020,1,RIANXO,,
,2021,1,RIANXO,,
,2022,1,RIANXO,,
Apartamentos turísticos,,,RIANXO,,
,2003,0,RIANXO,,
,2004,0,RIANXO,,
,2005,0,RIANXO,,
,2006,0,RIANXO,,
,2007,0,RIANXO,,
,2008,0,RIANXO,,
,2009,0,RIANXO,,
,2010,0,RIANXO,,
,2011,0,RIANXO,,
,2012,0,RIANXO,,
,2013,0,RIANXO,,
,2017,0,RIANXO,,
,2018,0,RIANXO,,
,2019,0,RIANXO,,
,2020,0,RIANXO,,
,2021,0,RIANXO,,
,2022,0,RIANXO,,
Vivendas turísticas,,,RIANXO,,
,2003,..,RIANXO,,
,2004,..,RIANXO,,
,2005,..,RIANXO,,
,2006,..,RIANXO,,
,2007,..,RIANXO,,
,2008,..,RIANXO,,
,2009,..,RIANXO,,
,2010,..,RIANXO,,
,2011,..,RIANXO,,
,2012,..,RIANXO,,
,2013,..,RIANXO,,
,2017,9,RIANXO,,
,2018,9,RIANXO,,
,2019,7,RIANXO,,
,2020,7,RIANXO,,
,2021,7,RIANXO,,
,2022,7,RIANXO,,
Vivendas de uso turístico,,,RIANXO,,
,2003,-0,RIANXO,,
,2004,-0,RIANXO,,
,2005,-0,RIANXO,,
,2006,-0,RIANXO,,
,2007,-0,RIANXO,,
,2008,-0,RIANXO,,
,2009,-0,RIANXO,,
,2010,-0,RIANXO,,
,2011,-0,RIANXO,,
,2012,-0,RIANXO,,
,2013,-0,RIANXO,,
,2017,-0,RIANXO,,
,2018,9,RIANXO,,
,2019,23,RIANXO,,
,2020,31,RIANXO,,
,2021,36,RIANXO,,
,2022,37,RIANXO,,
15073,Ribeira,,RIBEIRA,,
Hoteis,,,RIBEIRA,,
,2003,3,RIBEIRA,,
,2004,3,RIBEIRA,,
,2005,3,RIBEIRA,,
,2006,4,RIBEIRA,,
,2007,5,RIBEIRA,,
,2008,5,RIBEIRA,,
,2009,5,RIBEIRA,,
,2010,5,RIBEIRA,,
,2011,5,RIBEIRA,,
,2012,5,RIBEIRA,,
,2013,5,RIBEIRA,,
,2017,3,RIBEIRA,,
,2018,3,RIBEIRA,,
,2019,3,RIBEIRA,,
,2020,3,RIBEIRA,,
,2021,3,RIBEIRA,,
,2022,3,RIBEIRA,,
Pensións,,,RIBEIRA,,
,2003,..,RIBEIRA,,
,2004,..,RIBEIRA,,
,2005,..,RIBEIRA,,
,2006,..,RIBEIRA,,
,2007,..,RIBEIRA,,
,2008,..,RIBEIRA,,
,2009,9,RIBEIRA,,
,2010,9,RIBEIRA,,
,2011,10,RIBEIRA,,
,2012,10,RIBEIRA,,
,2013,11,RIBEIRA,,
,2017,12,RIBEIRA,,
,2018,12,RIBEIRA,,
,2019,12,RIBEIRA,,
,2020,12,RIBEIRA,,
,2021,11,RIBEIRA,,
,2022,11,RIBEIRA,,
Albergues turísticos,,,RIBEIRA,,
,2003,..,RIBEIRA,,
,2004,..,RIBEIRA,,
,2005,..,RIBEIRA,,
,2006,..,RIBEIRA,,
,2007,..,RIBEIRA,,
,2008,..,RIBEIRA,,
,2009,..,RIBEIRA,,
,2010,..,RIBEIRA,,
,2011,..,RIBEIRA,,
,2012,0,RIBEIRA,,
,2013,0,RIBEIRA,,
,2017,0,RIBEIRA,,
,2018,0,RIBEIRA,,
,2019,0,RIBEIRA,,
,2020,0,RIBEIRA,,
,2021,0,RIBEIRA,,
,2022,0,RIBEIRA,,
Turismo rural,,,RIBEIRA,,
,2003,1,RIBEIRA,,
,2004,1,RIBEIRA,,
,2005,1,RIBEIRA,,
,2006,1,RIBEIRA,,
,2007,1,RIBEIRA,,
,2008,1,RIBEIRA,,
,2009,1,RIBEIRA,,
,2010,1,RIBEIRA,,
,2011,1,RIBEIRA,,
,2012,1,RIBEIRA,,
,2013,1,RIBEIRA,,
,2017,1,RIBEIRA,,
,2018,1,RIBEIRA,,
,2019,1,RIBEIRA,,
,2020,1,RIBEIRA,,
,2021,1,RIBEIRA,,
,2022,1,RIBEIRA,,
Campamentos de turismo,,,RIBEIRA,,
,2003,3,RIBEIRA,,
,2004,3,RIBEIRA,,
,2005,3,RIBEIRA,,
,2006,3,RIBEIRA,,
,2007,3,RIBEIRA,,
,2008,3,RIBEIRA,,
,2009,3,RIBEIRA,,
,2010,3,RIBEIRA,,
,2011,3,RIBEIRA,,
,2012,3,RIBEIRA,,
,2013,3,RIBEIRA,,
,2017,3,RIBEIRA,,
,2018,3,RIBEIRA,,
,2019,3,RIBEIRA,,
,2020,3,RIBEIRA,,
,2021,3,RIBEIRA,,
,2022,3,RIBEIRA,,
Apartamentos turísticos,,,RIBEIRA,,
,2003,0,RIBEIRA,,
,2004,0,RIBEIRA,,
,2005,0,RIBEIRA,,
,2006,0,RIBEIRA,,
,2007,0,RIBEIRA,,
,2008,0,RIBEIRA,,
,2009,0,RIBEIRA,,
,2010,0,RIBEIRA,,
,2011,0,RIBEIRA,,
,2012,0,RIBEIRA,,
,2013,0,RIBEIRA,,
,2017,0,RIBEIRA,,
,2018,0,RIBEIRA,,
,2019,1,RIBEIRA,,
,2020,2,RIBEIRA,,
,2021,2,RIBEIRA,,
,2022,2,RIBEIRA,,
Vivendas turísticas,,,RIBEIRA,,
,2003,..,RIBEIRA,,
,2004,..,RIBEIRA,,
,2005,..,RIBEIRA,,
,2006,..,RIBEIRA,,
,2007,..,RIBEIRA,,
,2008,..,RIBEIRA,,
,2009,..,RIBEIRA,,
,2010,..,RIBEIRA,,
,2011,..,RIBEIRA,,
,2012,..,RIBEIRA,,
,2013,..,RIBEIRA,,
,2017,2,RIBEIRA,,
,2018,1,RIBEIRA,,
,2019,1,RIBEIRA,,
,2020,0,RIBEIRA,,
,2021,0,RIBEIRA,,
,2022,0,RIBEIRA,,
Vivendas de uso turístico,,,RIBEIRA,,
,2003,-0,RIBEIRA,,
,2004,-0,RIBEIRA,,
,2005,-0,RIBEIRA,,
,2006,-0,RIBEIRA,,
,2007,-0,RIBEIRA,,
,2008,-0,RIBEIRA,,
,2009,-0,RIBEIRA,,
,2010,-0,RIBEIRA,,
,2011,-0,RIBEIRA,,
,2012,-0,RIBEIRA,,
,2013,-0,RIBEIRA,,
,2017,-0,RIBEIRA,,
,2018,49,RIBEIRA,,
,2019,111,RIBEIRA,,
,2020,147,RIBEIRA,,
,2021,173,RIBEIRA,,
,2022,220,RIBEIRA,,
1503,A Barcala,,A BARCALA,15003,
Hoteis,,,A BARCALA,,
,2003,1,A BARCALA,,
,2004,1,A BARCALA,,
,2005,1,A BARCALA,,
,2006,1,A BARCALA,,
,2007,1,A BARCALA,,
,2008,1,A BARCALA,,
,2009,1,A BARCALA,,
,2010,1,A BARCALA,,
,2011,1,A BARCALA,,
,2012,1,A BARCALA,,
,2013,1,A BARCALA,,
,2017,1,A BARCALA,,
,2018,1,A BARCALA,,
,2019,1,A BARCALA,,
,2020,1,A BARCALA,,
,2021,1,A BARCALA,,
,2022,1,A BARCALA,,
Pensións,,,A BARCALA,,
,2003,..,A BARCALA,,
,2004,..,A BARCALA,,
,2005,..,A BARCALA,,
,2006,..,A BARCALA,,
,2007,..,A BARCALA,,
,2008,..,A BARCALA,,
,2009,1,A BARCALA,,
,2010,3,A BARCALA,,
,2011,5,A BARCALA,,
,2012,6,A BARCALA,,
,2013,1,A BARCALA,,
,2017,2,A BARCALA,,
,2018,2,A BARCALA,,
,2019,2,A BARCALA,,
,2020,2,A BARCALA,,
,2021,3,A BARCALA,,
,2022,3,A BARCALA,,
